Date,Location ISO Code,Location,New Cases,New Deaths
08/04/20,ID-KB,Kalimantan Barat,0,0
08/04/20,ID-KS,Kalimantan Selatan,4,0
08/04/20,ID-KT,Kalimantan Tengah,0,1
08/04/20,ID-KI,Kalimantan Timur,1,0
08/04/20,ID-KU,Kalimantan Utara,1,0
08/04/20,ID-BB,Kepulauan Bangka Belitung,0,0
08/04/20,ID-KR,Kepulauan Riau,0,0
08/04/20,ID-LA,Lampung,3,2
08/04/20,ID-MA,Maluku,2,0
08/04/20,ID-MU,Maluku Utara,1,0
08/04/20,ID-NB,Nusa Tenggara Barat,0,0
08/04/20,ID-PA,Papua,11,0
08/04/20,ID-PB,Papua Barat,0,0
08/04/20,ID-RI,Riau,0,0
08/04/20,ID-SR,Sulawesi Barat,0,0
08/04/20,ID-SN,Sulawesi Selatan,5,1
08/04/20,ID-ST,Sulawesi Tengah,0,0
08/04/20,ID-SG,Sulawesi Tenggara,4,0
08/04/20,ID-SA,Sulawesi Utara,0,0
08/04/20,ID-SB,Sumatera Barat,0,0
08/04/20,ID-SS,Sumatera Selatan,0,0
08/04/20,ID-SU,Sumatera Utara,29,0
09/04/20,ID-AC,Aceh,0,0
09/04/20,ID-BA,Bali,14,0
09/04/20,ID-BT,Banten,3,2
09/04/20,ID-BE,Bengkulu,2,0
09/04/20,ID-JK,DKI Jakarta,229,34
09/04/20,ID-YO,Daerah Istimewa Yogyakarta,2,0
09/04/20,IDN,Indonesia,337,40
09/04/20,ID-JA,Jambi,0,0
09/04/20,ID-JB,Jawa Barat,18,6
09/04/20,ID-JT,Jawa Tengah,4,1
09/04/20,ID-JI,Jawa Timur,27,2
09/04/20,ID-KB,Kalimantan Barat,0,0
09/04/20,ID-KS,Kalimantan Selatan,0,1
09/04/20,ID-KT,Kalimantan Tengah,0,0
09/04/20,ID-KI,Kalimantan Timur,0,0
09/04/20,ID-KU,Kalimantan Utara,0,0
09/04/20,ID-BB,Kepulauan Bangka Belitung,1,0
09/04/20,ID-KR,Kepulauan Riau,11,0
09/04/20,ID-LA,Lampung,0,0
09/04/20,ID-MA,Maluku,0,0
09/04/20,ID-MU,Maluku Utara,0,0
09/04/20,ID-NB,Nusa Tenggara Barat,5,0
09/04/20,ID-NT,Nusa Tenggara Timur,1,0
09/04/20,ID-PA,Papua,0,0
09/04/20,ID-PB,Papua Barat,0,0
09/04/20,ID-RI,Riau,1,1
09/04/20,ID-SR,Sulawesi Barat,0,0
09/04/20,ID-SN,Sulawesi Selatan,6,0
09/04/20,ID-ST,Sulawesi Tengah,0,0
09/04/20,ID-SG,Sulawesi Tenggara,5,0
09/04/20,ID-SA,Sulawesi Utara,0,0
09/04/20,ID-SB,Sumatera Barat,0,0
09/04/20,ID-SS,Sumatera Selatan,1,0
09/04/20,ID-SU,Sumatera Utara,0,0
10/04/20,ID-AC,Aceh,0,0
10/04/20,ID-BA,Bali,12,0
10/04/20,ID-BT,Banten,21,1
10/04/20,ID-BE,Bengkulu,0,0
10/04/20,ID-JK,DKI Jakarta,50,11
10/04/20,ID-YO,Daerah Istimewa Yogyakarta,0,0
10/04/20,ID-GO,Gorontalo,1,0
10/04/20,IDN,Indonesia,219,26
10/04/20,ID-JA,Jambi,0,0
10/04/20,ID-JB,Jawa Barat,10,0
10/04/20,ID-JT,Jawa Tengah,0,0
10/04/20,ID-JI,Jawa Timur,33,4
10/04/20,ID-KB,Kalimantan Barat,0,0
10/04/20,ID-KS,Kalimantan Selatan,7,0
10/04/20,ID-KT,Kalimantan Tengah,4,0
10/04/20,ID-KI,Kalimantan Timur,4,0
10/04/20,ID-KU,Kalimantan Utara,0,0
10/04/20,ID-BB,Kepulauan Bangka Belitung,0,0
10/04/20,ID-KR,Kepulauan Riau,0,0
10/04/20,ID-LA,Lampung,5,0
10/04/20,ID-MA,Maluku,0,0
10/04/20,ID-MU,Maluku Utara,0,0
10/04/20,ID-NB,Nusa Tenggara Barat,9,0
10/04/20,ID-NT,Nusa Tenggara Timur,0,0
10/04/20,ID-PA,Papua,0,1
10/04/20,ID-PB,Papua Barat,0,0
10/04/20,ID-RI,Riau,0,0
10/04/20,ID-SR,Sulawesi Barat,1,0
10/04/20,ID-SN,Sulawesi Selatan,33,1
10/04/20,ID-ST,Sulawesi Tengah,9,0
10/04/20,ID-SG,Sulawesi Tenggara,0,0
10/04/20,ID-SA,Sulawesi Utara,5,1
10/04/20,ID-SB,Sumatera Barat,13,3
10/04/20,ID-SS,Sumatera Selatan,1,0
10/04/20,ID-SU,Sumatera Utara,0,0
11/04/20,ID-AC,Aceh,0,0
11/04/20,ID-BA,Bali,4,0
11/04/20,ID-BT,Banten,31,0
11/04/20,ID-BE,Bengkulu,0,0
11/04/20,ID-JK,DKI Jakarta,195,11
11/04/20,ID-YO,Daerah Istimewa Yogyakarta,0,0
11/04/20,ID-GO,Gorontalo,0,0
11/04/20,IDN,Indonesia,330,21
11/04/20,ID-JA,Jambi,2,0
11/04/20,ID-JB,Jawa Barat,35,0
11/04/20,ID-JT,Jawa Tengah,0,1
11/04/20,ID-JI,Jawa Timur,11,3
11/04/20,ID-KB,Kalimantan Barat,0,0
11/04/20,ID-KS,Kalimantan Selatan,0,1
11/04/20,ID-KT,Kalimantan Tengah,0,0
11/04/20,ID-KI,Kalimantan Timur,0,0
11/04/20,ID-KU,Kalimantan Utara,0,1
11/04/20,ID-BB,Kepulauan Bangka Belitung,1,0
11/04/20,ID-KR,Kepulauan Riau,0,1
11/04/20,ID-LA,Lampung,0,0
11/04/20,ID-MA,Maluku,0,0
11/04/20,ID-MU,Maluku Utara,0,0
11/04/20,ID-NB,Nusa Tenggara Barat,2,2
11/04/20,ID-NT,Nusa Tenggara Timur,0,0
11/04/20,ID-PA,Papua,24,0
11/04/20,ID-PB,Papua Barat,0,0
11/04/20,ID-RI,Riau,3,0
11/04/20,ID-SR,Sulawesi Barat,2,1
11/04/20,ID-SN,Sulawesi Selatan,11,6
11/04/20,ID-ST,Sulawesi Tengah,5,0
11/04/20,ID-SG,Sulawesi Tenggara,1,1
11/04/20,ID-SA,Sulawesi Utara,0,0
11/04/20,ID-SB,Sumatera Barat,0,0
11/04/20,ID-SS,Sumatera Selatan,0,0
11/04/20,ID-SU,Sumatera Utara,0,3
12/04/20,ID-AC,Aceh,0,0
12/04/20,ID-BA,Bali,2,0
12/04/20,ID-BT,Banten,2,0
12/04/20,ID-BE,Bengkulu,0,0
12/04/20,ID-JK,DKI Jakarta,123,33
12/04/20,ID-YO,Daerah Istimewa Yogyakarta,0,0
12/04/20,ID-GO,Gorontalo,0,0
12/04/20,IDN,Indonesia,399,46
12/04/20,ID-JA,Jambi,0,0
12/04/20,ID-JB,Jawa Barat,32,4
12/04/20,ID-JT,Jawa Tengah,56,0
12/04/20,ID-JI,Jawa Timur,119,0
12/04/20,ID-KB,Kalimantan Barat,3,0
12/04/20,ID-KS,Kalimantan Selatan,5,0
12/04/20,ID-KT,Kalimantan Tengah,0,0
12/04/20,ID-KI,Kalimantan Timur,0,0
12/04/20,ID-KU,Kalimantan Utara,0,0
12/04/20,ID-BB,Kepulauan Bangka Belitung,0,0
12/04/20,ID-KR,Kepulauan Riau,0,1
12/04/20,ID-LA,Lampung,0,0
12/04/20,ID-MA,Maluku,8,0
12/04/20,ID-MU,Maluku Utara,0,0
12/04/20,ID-NB,Nusa Tenggara Barat,9,0
12/04/20,ID-NT,Nusa Tenggara Timur,0,0
12/04/20,ID-PA,Papua,1,0
12/04/20,ID-PB,Papua Barat,0,0
12/04/20,ID-RI,Riau,0,0
12/04/20,ID-SR,Sulawesi Barat,0,0
12/04/20,ID-SN,Sulawesi Selatan,45,0
12/04/20,ID-ST,Sulawesi Tengah,0,0
12/04/20,ID-SG,Sulawesi Tenggara,0,0
12/04/20,ID-SA,Sulawesi Utara,4,0
12/04/20,ID-SB,Sumatera Barat,13,0
12/04/20,ID-SS,Sumatera Selatan,0,0
12/04/20,ID-SU,Sumatera Utara,10,0
13/04/20,ID-AC,Aceh,0,0
13/04/20,ID-BA,Bali,5,0
13/04/20,ID-BT,Banten,3,1
13/04/20,ID-BE,Bengkulu,0,0
13/04/20,ID-JK,DKI Jakarta,141,8
13/04/20,ID-YO,Daerah Istimewa Yogyakarta,16,0
13/04/20,ID-GO,Gorontalo,0,0
13/04/20,IDN,Indonesia,316,26
13/04/20,ID-JA,Jambi,0,0
13/04/20,ID-JB,Jawa Barat,71,9
13/04/20,ID-JT,Jawa Tengah,3,1
13/04/20,ID-JI,Jawa Timur,52,2
13/04/20,ID-KB,Kalimantan Barat,0,0
13/04/20,ID-KS,Kalimantan Selatan,0,0
13/04/20,ID-KT,Kalimantan Tengah,1,0
13/04/20,ID-KI,Kalimantan Timur,0,0
13/04/20,ID-KU,Kalimantan Utara,0,0
13/04/20,ID-BB,Kepulauan Bangka Belitung,0,0
13/04/20,ID-KR,Kepulauan Riau,0,0
13/04/20,ID-LA,Lampung,1,0
13/04/20,ID-MA,Maluku,0,0
13/04/20,ID-MU,Maluku Utara,0,0
13/04/20,ID-NB,Nusa Tenggara Barat,3,0
13/04/20,ID-NT,Nusa Tenggara Timur,0,0
13/04/20,ID-PA,Papua,6,0
13/04/20,ID-PB,Papua Barat,0,0
13/04/20,ID-RI,Riau,4,0
13/04/20,ID-SR,Sulawesi Barat,0,0
13/04/20,ID-SN,Sulawesi Selatan,0,1
13/04/20,ID-ST,Sulawesi Tengah,0,1
13/04/20,ID-SG,Sulawesi Tenggara,0,0
13/04/20,ID-SA,Sulawesi Utara,0,0
13/04/20,ID-SB,Sumatera Barat,1,0
13/04/20,ID-SS,Sumatera Selatan,0,0
13/04/20,ID-SU,Sumatera Utara,2,1
14/04/20,ID-AC,Aceh,0,0
14/04/20,ID-BA,Bali,6,0
14/04/20,ID-BT,Banten,5,0
14/04/20,ID-BE,Bengkulu,0,0
14/04/20,ID-JK,DKI Jakarta,124,10
14/04/20,ID-YO,Daerah Istimewa Yogyakarta,5,0
14/04/20,ID-GO,Gorontalo,0,0
14/04/20,IDN,Indonesia,282,60
14/04/20,ID-JA,Jambi,1,0
14/04/20,ID-JB,Jawa Barat,3,0
14/04/20,ID-JT,Jawa Tengah,75,1
14/04/20,ID-JI,Jawa Timur,36,13
14/04/20,ID-KB,Kalimantan Barat,0,0
14/04/20,ID-KS,Kalimantan Selatan,3,2
14/04/20,ID-KT,Kalimantan Tengah,0,1
14/04/20,ID-KI,Kalimantan Timur,0,0
14/04/20,ID-KU,Kalimantan Utara,0,0
14/04/20,ID-BB,Kepulauan Bangka Belitung,0,0
14/04/20,ID-KR,Kepulauan Riau,6,1
14/04/20,ID-LA,Lampung,0,0
14/04/20,ID-MA,Maluku,0,0
14/04/20,ID-MU,Maluku Utara,0,0
14/04/20,ID-NB,Nusa Tenggara Barat,0,0
14/04/20,ID-NT,Nusa Tenggara Timur,0,0
14/04/20,ID-PA,Papua,0,0
14/04/20,ID-PB,Papua Barat,0,0
14/04/20,ID-RI,Riau,0,0
14/04/20,ID-SR,Sulawesi Barat,0,0
14/04/20,ID-SN,Sulawesi Selatan,8,3
14/04/20,ID-ST,Sulawesi Tengah,0,0
14/04/20,ID-SG,Sulawesi Tenggara,0,0
14/04/20,ID-SA,Sulawesi Utara,0,0
14/04/20,ID-SB,Sumatera Barat,3,1
14/04/20,ID-SS,Sumatera Selatan,1,0
14/04/20,ID-SU,Sumatera Utara,5,0
15/04/20,ID-AC,Aceh,0,0
15/04/20,ID-BA,Bali,6,0
15/04/20,ID-BT,Banten,0,2
15/04/20,ID-BE,Bengkulu,0,0
15/04/20,ID-JK,DKI Jakarta,135,11
15/04/20,ID-YO,Daerah Istimewa Yogyakarta,1,0
15/04/20,ID-GO,Gorontalo,0,0
15/04/20,IDN,Indonesia,297,10
15/04/20,ID-JA,Jambi,1,0
15/04/20,ID-JB,Jawa Barat,30,1
15/04/20,ID-JT,Jawa Tengah,13,2
15/04/20,ID-JI,Jawa Timur,25,4
15/04/20,ID-KB,Kalimantan Barat,0,0
15/04/20,ID-KS,Kalimantan Selatan,12,0
15/04/20,ID-KT,Kalimantan Tengah,8,0
15/04/20,ID-KI,Kalimantan Timur,0,0
15/04/20,ID-KU,Kalimantan Utara,4,0
15/04/20,ID-BB,Kepulauan Bangka Belitung,1,0
15/04/20,ID-KR,Kepulauan Riau,5,0
15/04/20,ID-LA,Lampung,0,0
15/04/20,ID-MA,Maluku,3,0
15/04/20,ID-MU,Maluku Utara,2,0
15/04/20,ID-NB,Nusa Tenggara Barat,0,0
15/04/20,ID-NT,Nusa Tenggara Timur,0,0
15/04/20,ID-PA,Papua,7,0
15/04/20,ID-PB,Papua Barat,0,0
15/04/20,ID-RI,Riau,0,2
15/04/20,ID-SR,Sulawesi Barat,2,0
15/04/20,ID-SN,Sulawesi Selatan,10,1
15/04/20,ID-ST,Sulawesi Tengah,3,0
15/04/20,ID-SG,Sulawesi Tenggara,8,0
15/04/20,ID-SA,Sulawesi Utara,1,0
15/04/20,ID-SB,Sumatera Barat,7,0
15/04/20,ID-SS,Sumatera Selatan,3,0
15/04/20,ID-SU,Sumatera Utara,6,0
16/04/20,ID-AC,Aceh,0,0
16/04/20,ID-BA,Bali,15,0
16/04/20,ID-BT,Banten,15,6
16/04/20,ID-BE,Bengkulu,0,0
16/04/20,ID-JK,DKI Jakarta,183,1
16/04/20,ID-YO,Daerah Istimewa Yogyakarta,1,0
16/04/20,ID-GO,Gorontalo,3,0
16/04/20,IDN,Indonesia,380,27
16/04/20,ID-JA,Jambi,1,0
16/04/20,ID-JB,Jawa Barat,13,1
16/04/20,ID-JT,Jawa Tengah,8,2
16/04/20,ID-JI,Jawa Timur,15,1
16/04/20,ID-KB,Kalimantan Barat,8,0
16/04/20,ID-KS,Kalimantan Selatan,9,0
16/04/20,ID-KT,Kalimantan Tengah,1,0
16/04/20,ID-KI,Kalimantan Timur,9,0
16/04/20,ID-KU,Kalimantan Utara,8,0
16/04/20,ID-BB,Kepulauan Bangka Belitung,1,0
16/04/20,ID-KR,Kepulauan Riau,7,0
16/04/20,ID-LA,Lampung,5,0
16/04/20,ID-MA,Maluku,0,0
16/04/20,ID-MU,Maluku Utara,0,0
16/04/20,ID-NB,Nusa Tenggara Barat,8,0
16/04/20,ID-NT,Nusa Tenggara Timur,0,0
16/04/20,ID-PA,Papua,5,2
16/04/20,ID-PB,Papua Barat,3,0
16/04/20,ID-RI,Riau,5,0
16/04/20,ID-SR,Sulawesi Barat,0,0
16/04/20,ID-SN,Sulawesi Selatan,27,2
16/04/20,ID-ST,Sulawesi Tengah,0,0
16/04/20,ID-SG,Sulawesi Tenggara,3,0
16/04/20,ID-SA,Sulawesi Utara,0,0
16/04/20,ID-SB,Sumatera Barat,0,0
16/04/20,ID-SS,Sumatera Selatan,18,0
16/04/20,ID-SU,Sumatera Utara,1,0
17/04/20,ID-AC,Aceh,0,0
17/04/20,ID-BA,Bali,11,0
17/04/20,ID-BT,Banten,8,2
17/04/20,ID-BE,Bengkulu,0,0
17/04/20,ID-JK,DKI Jakarta,146,7
17/04/20,ID-YO,Daerah Istimewa Yogyakarta,1,1
17/04/20,ID-GO,Gorontalo,0,0
17/04/20,IDN,Indonesia,407,24
17/04/20,ID-JA,Jambi,1,0
17/04/20,ID-JB,Jawa Barat,59,3
17/04/20,ID-JT,Jawa Tengah,5,4
17/04/20,ID-JI,Jawa Timur,8,1
17/04/20,ID-KB,Kalimantan Barat,0,0
17/04/20,ID-KS,Kalimantan Selatan,15,0
17/04/20,ID-KT,Kalimantan Tengah,1,0
17/04/20,ID-KI,Kalimantan Timur,0,0
17/04/20,ID-KU,Kalimantan Utara,19,0
17/04/20,ID-BB,Kepulauan Bangka Belitung,0,0
17/04/20,ID-KR,Kepulauan Riau,19,0
17/04/20,ID-LA,Lampung,0,0
17/04/20,ID-MA,Maluku,0,0
17/04/20,ID-MU,Maluku Utara,0,0
17/04/20,ID-NB,Nusa Tenggara Barat,6,0
17/04/20,ID-NT,Nusa Tenggara Timur,0,0
17/04/20,ID-PA,Papua,9,0
17/04/20,ID-PB,Papua Barat,0,0
17/04/20,ID-RI,Riau,1,0
17/04/20,ID-SR,Sulawesi Barat,0,0
17/04/20,ID-SN,Sulawesi Selatan,65,2
17/04/20,ID-ST,Sulawesi Tengah,2,0
17/04/20,ID-SG,Sulawesi Tenggara,0,0
17/04/20,ID-SA,Sulawesi Utara,0,0
17/04/20,ID-SB,Sumatera Barat,7,2
17/04/20,ID-SS,Sumatera Selatan,14,0
17/04/20,ID-SU,Sumatera Utara,0,0
18/04/20,ID-AC,Aceh,1,0
18/04/20,ID-BA,Bali,7,0
18/04/20,ID-BT,Banten,11,0
18/04/20,ID-BE,Bengkulu,0,0
18/04/20,ID-JK,DKI Jakarta,105,7
18/04/20,ID-YO,Daerah Istimewa Yogyakarta,3,0
18/04/20,ID-GO,Gorontalo,0,0
18/04/20,IDN,Indonesia,325,15
18/04/20,ID-JA,Jambi,0,0
18/04/20,ID-JB,Jawa Barat,9,0
18/04/20,ID-JT,Jawa Tengah,24,0
18/04/20,ID-JI,Jawa Timur,33,3
18/04/20,ID-KB,Kalimantan Barat,0,0
18/04/20,ID-KS,Kalimantan Selatan,18,0
18/04/20,ID-KT,Kalimantan Tengah,6,1
18/04/20,ID-KI,Kalimantan Timur,10,0
18/04/20,ID-KU,Kalimantan Utara,3,0
18/04/20,ID-BB,Kepulauan Bangka Belitung,0,0
18/04/20,ID-KR,Kepulauan Riau,21,0
18/04/20,ID-LA,Lampung,0,0
18/04/20,ID-MA,Maluku,3,0
18/04/20,ID-MU,Maluku Utara,0,0
18/04/20,ID-NB,Nusa Tenggara Barat,4,0
18/04/20,ID-NT,Nusa Tenggara Timur,0,0
18/04/20,ID-PA,Papua,6,0
18/04/20,ID-PB,Papua Barat,0,0
18/04/20,ID-RI,Riau,4,0
18/04/20,ID-SR,Sulawesi Barat,0,0
18/04/20,ID-SN,Sulawesi Selatan,10,2
18/04/20,ID-ST,Sulawesi Tengah,0,0
18/04/20,ID-SG,Sulawesi Tenggara,0,1
18/04/20,ID-SA,Sulawesi Utara,2,0
18/04/20,ID-SB,Sumatera Barat,9,1
18/04/20,ID-SS,Sumatera Selatan,30,1
18/04/20,ID-SU,Sumatera Utara,0,0
19/04/20,ID-AC,Aceh,1,0
19/04/20,ID-BA,Bali,4,1
19/04/20,ID-BT,Banten,3,0
19/04/20,ID-BE,Bengkulu,0,0
19/04/20,ID-JK,DKI Jakarta,102,3
19/04/20,ID-YO,Daerah Istimewa Yogyakarta,0,0
19/04/20,ID-GO,Gorontalo,0,0
19/04/20,IDN,Indonesia,327,47
19/04/20,ID-JA,Jambi,0,0
19/04/20,ID-JB,Jawa Barat,50,1
19/04/20,ID-JT,Jawa Tengah,21,2
19/04/20,ID-JI,Jawa Timur,33,5
19/04/20,ID-KB,Kalimantan Barat,0,0
19/04/20,ID-KS,Kalimantan Selatan,4,0
19/04/20,ID-KT,Kalimantan Tengah,5,0
19/04/20,ID-KI,Kalimantan Timur,5,0
19/04/20,ID-KU,Kalimantan Utara,19,0
19/04/20,ID-BB,Kepulauan Bangka Belitung,1,0
19/04/20,ID-KR,Kepulauan Riau,0,0
19/04/20,ID-LA,Lampung,0,0
19/04/20,ID-MA,Maluku,0,0
19/04/20,ID-MU,Maluku Utara,0,0
19/04/20,ID-NB,Nusa Tenggara Barat,6,1
19/04/20,ID-NT,Nusa Tenggara Timur,0,0
19/04/20,ID-PA,Papua,12,0
19/04/20,ID-PB,Papua Barat,2,0
19/04/20,ID-RI,Riau,0,0
19/04/20,ID-SR,Sulawesi Barat,0,0
19/04/20,ID-SN,Sulawesi Selatan,27,1
19/04/20,ID-ST,Sulawesi Tengah,3,0
19/04/20,ID-SG,Sulawesi Tenggara,9,0
19/04/20,ID-SA,Sulawesi Utara,0,0
19/04/20,ID-SB,Sumatera Barat,1,0
19/04/20,ID-SS,Sumatera Selatan,5,0
19/04/20,ID-SU,Sumatera Utara,2,0
20/04/20,ID-AC,Aceh,0,0
20/04/20,ID-BA,Bali,5,0
20/04/20,ID-BT,Banten,29,0
20/04/20,ID-BE,Bengkulu,0,0
20/04/20,ID-JK,DKI Jakarta,71,5
20/04/20,ID-YO,Daerah Istimewa Yogyakarta,2,0
20/04/20,ID-GO,Gorontalo,0,0
20/04/20,IDN,Indonesia,185,8
20/04/20,ID-JA,Jambi,0,0
20/04/20,ID-JB,Jawa Barat,26,3
20/04/20,ID-JT,Jawa Tengah,3,1
20/04/20,ID-JI,Jawa Timur,0,3
20/04/20,ID-KB,Kalimantan Barat,0,0
20/04/20,ID-KS,Kalimantan Selatan,0,0
20/04/20,ID-KT,Kalimantan Tengah,14,1
20/04/20,ID-KI,Kalimantan Timur,4,0
20/04/20,ID-KU,Kalimantan Utara,4,0
20/04/20,ID-BB,Kepulauan Bangka Belitung,0,0
20/04/20,ID-KR,Kepulauan Riau,0,1
20/04/20,ID-LA,Lampung,0,0
20/04/20,ID-MA,Maluku,0,0
20/04/20,ID-MU,Maluku Utara,0,0
20/04/20,ID-NB,Nusa Tenggara Barat,11,1
20/04/20,ID-NT,Nusa Tenggara Timur,0,0
20/04/20,ID-PA,Papua,0,0
20/04/20,ID-PB,Papua Barat,0,0
20/04/20,ID-RI,Riau,4,1
20/04/20,ID-SR,Sulawesi Barat,0,0
20/04/20,ID-SN,Sulawesi Selatan,0,1
20/04/20,ID-ST,Sulawesi Tengah,0,0
20/04/20,ID-SG,Sulawesi Tenggara,0,0
20/04/20,ID-SA,Sulawesi Utara,0,0
20/04/20,ID-SB,Sumatera Barat,2,0
20/04/20,ID-SS,Sumatera Selatan,0,0
20/04/20,ID-SU,Sumatera Utara,2,1
21/04/20,ID-AC,Aceh,0,0
21/04/20,ID-BA,Bali,10,0
21/04/20,ID-BT,Banten,0,0
21/04/20,ID-BE,Bengkulu,4,0
21/04/20,ID-JK,DKI Jakarta,156,2
21/04/20,ID-YO,Daerah Istimewa Yogyakarta,3,0
21/04/20,ID-GO,Gorontalo,3,1
21/04/20,IDN,Indonesia,375,26
21/04/20,ID-JA,Jambi,5,0
21/04/20,ID-JB,Jawa Barat,10,5
21/04/20,ID-JT,Jawa Tengah,99,1
21/04/20,ID-JI,Jawa Timur,15,1
21/04/20,ID-KB,Kalimantan Barat,6,0
21/04/20,ID-KS,Kalimantan Selatan,2,0
21/04/20,ID-KT,Kalimantan Tengah,7,1
21/04/20,ID-KI,Kalimantan Timur,5,0
21/04/20,ID-KU,Kalimantan Utara,4,0
21/04/20,ID-BB,Kepulauan Bangka Belitung,1,0
21/04/20,ID-KR,Kepulauan Riau,2,0
21/04/20,ID-LA,Lampung,1,0
21/04/20,ID-MA,Maluku,0,0
21/04/20,ID-MU,Maluku Utara,0,0
21/04/20,ID-NB,Nusa Tenggara Barat,21,0
21/04/20,ID-NT,Nusa Tenggara Timur,0,0
21/04/20,ID-PA,Papua,11,0
21/04/20,ID-PB,Papua Barat,0,0
21/04/20,ID-RI,Riau,1,0
21/04/20,ID-SR,Sulawesi Barat,0,0
21/04/20,ID-SN,Sulawesi Selatan,6,2
21/04/20,ID-ST,Sulawesi Tengah,0,0
21/04/20,ID-SG,Sulawesi Tenggara,0,0
21/04/20,ID-SA,Sulawesi Utara,0,0
21/04/20,ID-SB,Sumatera Barat,2,1
21/04/20,ID-SS,Sumatera Selatan,0,0
21/04/20,ID-SU,Sumatera Utara,1,0
22/04/20,ID-AC,Aceh,0,0
22/04/20,ID-BA,Bali,2,1
22/04/20,ID-BT,Banten,1,0
22/04/20,ID-BE,Bengkulu,0,0
22/04/20,ID-JK,DKI Jakarta,110,1
22/04/20,ID-YO,Daerah Istimewa Yogyakarta,3,0
22/04/20,ID-GO,Gorontalo,0,0
22/04/20,IDN,Indonesia,283,19
22/04/20,ID-JA,Jambi,0,0
22/04/20,ID-JB,Jawa Barat,6,3
22/04/20,ID-JT,Jawa Tengah,30,1
22/04/20,ID-JI,Jawa Timur,34,0
22/04/20,ID-KB,Kalimantan Barat,4,0
22/04/20,ID-KS,Kalimantan Selatan,10,0
22/04/20,ID-KT,Kalimantan Tengah,15,0
22/04/20,ID-KI,Kalimantan Timur,1,0
22/04/20,ID-KU,Kalimantan Utara,0,0
22/04/20,ID-BB,Kepulauan Bangka Belitung,0,0
22/04/20,ID-KR,Kepulauan Riau,0,0
22/04/20,ID-LA,Lampung,0,0
22/04/20,ID-MA,Maluku,0,0
22/04/20,ID-MU,Maluku Utara,8,0
22/04/20,ID-NB,Nusa Tenggara Barat,15,0
22/04/20,ID-NT,Nusa Tenggara Timur,0,0
22/04/20,ID-PA,Papua,5,0
22/04/20,ID-PB,Papua Barat,1,0
22/04/20,ID-RI,Riau,0,0
22/04/20,ID-SR,Sulawesi Barat,1,0
22/04/20,ID-SN,Sulawesi Selatan,13,0
22/04/20,ID-ST,Sulawesi Tengah,2,0
22/04/20,ID-SG,Sulawesi Tenggara,0,0
22/04/20,ID-SA,Sulawesi Utara,0,0
22/04/20,ID-SB,Sumatera Barat,5,1
22/04/20,ID-SS,Sumatera Selatan,0,0
22/04/20,ID-SU,Sumatera Utara,9,0
23/04/20,ID-AC,Aceh,0,1
23/04/20,ID-BA,Bali,15,0
23/04/20,ID-BT,Banten,3,0
23/04/20,ID-BE,Bengkulu,0,0
23/04/20,ID-JK,DKI Jakarta,124,0
23/04/20,ID-YO,Daerah Istimewa Yogyakarta,1,0
23/04/20,ID-GO,Gorontalo,0,0
23/04/20,IDN,Indonesia,357,12
23/04/20,ID-JA,Jambi,1,0
23/04/20,ID-JB,Jawa Barat,25,3
23/04/20,ID-JT,Jawa Tengah,59,1
23/04/20,ID-JI,Jawa Timur,25,2
23/04/20,ID-KB,Kalimantan Barat,19,0
23/04/20,ID-KS,Kalimantan Selatan,7,1
23/04/20,ID-KT,Kalimantan Tengah,1,0
23/04/20,ID-KI,Kalimantan Timur,5,0
23/04/20,ID-KU,Kalimantan Utara,0,0
23/04/20,ID-BB,Kepulauan Bangka Belitung,1,0
23/04/20,ID-KR,Kepulauan Riau,2,0
23/04/20,ID-LA,Lampung,11,0
23/04/20,ID-MA,Maluku,0,0
23/04/20,ID-MU,Maluku Utara,2,0
23/04/20,ID-NB,Nusa Tenggara Barat,7,0
23/04/20,ID-NT,Nusa Tenggara Timur,0,0
23/04/20,ID-PA,Papua,7,0
23/04/20,ID-PB,Papua Barat,5,0
23/04/20,ID-RI,Riau,1,0
23/04/20,ID-SR,Sulawesi Barat,0,0
23/04/20,ID-SN,Sulawesi Selatan,10,0
23/04/20,ID-ST,Sulawesi Tengah,0,0
23/04/20,ID-SG,Sulawesi Tenggara,0,0
23/04/20,ID-SA,Sulawesi Utara,11,0
23/04/20,ID-SB,Sumatera Barat,5,0
23/04/20,ID-SS,Sumatera Selatan,4,0
23/04/20,ID-SU,Sumatera Utara,2,1
24/04/20,ID-AC,Aceh,1,0
24/04/20,ID-BA,Bali,10,0
24/04/20,ID-BT,Banten,23,4
24/04/20,ID-BE,Bengkulu,0,0
24/04/20,ID-JK,DKI Jakarta,80,0
24/04/20,ID-YO,Daerah Istimewa Yogyakarta,1,0
24/04/20,ID-GO,Gorontalo,5,0
24/04/20,IDN,Indonesia,436,42
24/04/20,ID-JA,Jambi,4,0
24/04/20,ID-JB,Jawa Barat,72,2
24/04/20,ID-JT,Jawa Tengah,37,3
24/04/20,ID-JI,Jawa Timur,28,7
24/04/20,ID-KB,Kalimantan Barat,0,0
24/04/20,ID-KS,Kalimantan Selatan,18,0
24/04/20,ID-KT,Kalimantan Tengah,11,0
24/04/20,ID-KI,Kalimantan Timur,11,0
24/04/20,ID-KU,Kalimantan Utara,0,0
24/04/20,ID-BB,Kepulauan Bangka Belitung,0,0
