Date,Location ISO Code,Location,New Cases,New Deaths
24/04/20,ID-KR,Kepulauan Riau,0,0
24/04/20,ID-LA,Lampung,0,0
24/04/20,ID-MA,Maluku,0,0
24/04/20,ID-MU,Maluku Utara,0,0
24/04/20,ID-NB,Nusa Tenggara Barat,38,0
24/04/20,ID-NT,Nusa Tenggara Timur,0,0
24/04/20,ID-PA,Papua,6,0
24/04/20,ID-PB,Papua Barat,2,0
24/04/20,ID-RI,Riau,0,0
24/04/20,ID-SR,Sulawesi Barat,25,0
24/04/20,ID-SN,Sulawesi Selatan,22,0
24/04/20,ID-ST,Sulawesi Tengah,3,0
24/04/20,ID-SG,Sulawesi Tenggara,5,0
24/04/20,ID-SA,Sulawesi Utara,5,0
24/04/20,ID-SB,Sumatera Barat,10,1
24/04/20,ID-SS,Sumatera Selatan,13,0
24/04/20,ID-SU,Sumatera Utara,1,0
25/04/20,ID-AC,Aceh,1,0
25/04/20,ID-BA,Bali,6,0
25/04/20,ID-BT,Banten,11,0
25/04/20,ID-BE,Bengkulu,0,0
25/04/20,ID-JK,DKI Jakarta,82,18
25/04/20,ID-YO,Daerah Istimewa Yogyakarta,2,0
25/04/20,ID-GO,Gorontalo,2,0
25/04/20,IDN,Indonesia,396,31
25/04/20,ID-JA,Jambi,3,0
25/04/20,ID-JB,Jawa Barat,44,0
25/04/20,ID-JT,Jawa Tengah,46,1
25/04/20,ID-JI,Jawa Timur,77,8
25/04/20,ID-KB,Kalimantan Barat,1,0
25/04/20,ID-KS,Kalimantan Selatan,14,0
25/04/20,ID-KT,Kalimantan Tengah,6,0
25/04/20,ID-KI,Kalimantan Timur,12,0
25/04/20,ID-KU,Kalimantan Utara,6,0
25/04/20,ID-BB,Kepulauan Bangka Belitung,0,0
25/04/20,ID-KR,Kepulauan Riau,0,0
25/04/20,ID-LA,Lampung,0,0
25/04/20,ID-MA,Maluku,3,0
25/04/20,ID-MU,Maluku Utara,0,0
25/04/20,ID-NB,Nusa Tenggara Barat,27,0
25/04/20,ID-NT,Nusa Tenggara Timur,0,0
25/04/20,ID-PA,Papua,0,0
25/04/20,ID-PB,Papua Barat,1,0
25/04/20,ID-RI,Riau,2,0
25/04/20,ID-SR,Sulawesi Barat,2,0
25/04/20,ID-SN,Sulawesi Selatan,13,1
25/04/20,ID-ST,Sulawesi Tengah,4,0
25/04/20,ID-SG,Sulawesi Tenggara,0,0
25/04/20,ID-SA,Sulawesi Utara,0,0
25/04/20,ID-SB,Sumatera Barat,1,1
25/04/20,ID-SS,Sumatera Selatan,13,0
25/04/20,ID-SU,Sumatera Utara,9,1
26/04/20,ID-AC,Aceh,0,0
26/04/20,ID-BA,Bali,3,0
26/04/20,ID-BT,Banten,0,0
26/04/20,ID-BE,Bengkulu,0,0
26/04/20,ID-JK,DKI Jakarta,105,7
26/04/20,ID-YO,Daerah Istimewa Yogyakarta,3,0
26/04/20,ID-GO,Gorontalo,0,0
26/04/20,IDN,Indonesia,275,23
26/04/20,ID-JA,Jambi,11,0
26/04/20,ID-JB,Jawa Barat,11,0
26/04/20,ID-JT,Jawa Tengah,28,0
26/04/20,ID-JI,Jawa Timur,17,12
26/04/20,ID-KB,Kalimantan Barat,0,0
26/04/20,ID-KS,Kalimantan Selatan,0,0
26/04/20,ID-KT,Kalimantan Tengah,4,0
26/04/20,ID-KI,Kalimantan Timur,8,0
26/04/20,ID-KU,Kalimantan Utara,6,0
26/04/20,ID-BB,Kepulauan Bangka Belitung,1,0
26/04/20,ID-KR,Kepulauan Riau,2,0
26/04/20,ID-LA,Lampung,4,0
26/04/20,ID-MA,Maluku,0,0
26/04/20,ID-MU,Maluku Utara,12,0
26/04/20,ID-NB,Nusa Tenggara Barat,15,0
26/04/20,ID-NT,Nusa Tenggara Timur,0,0
26/04/20,ID-PA,Papua,5,0
26/04/20,ID-PB,Papua Barat,0,0
26/04/20,ID-RI,Riau,1,0
26/04/20,ID-SR,Sulawesi Barat,0,0
26/04/20,ID-SN,Sulawesi Selatan,8,1
26/04/20,ID-ST,Sulawesi Tengah,0,0
26/04/20,ID-SG,Sulawesi Tenggara,4,0
26/04/20,ID-SA,Sulawesi Utara,4,0
26/04/20,ID-SB,Sumatera Barat,5,0
26/04/20,ID-SS,Sumatera Selatan,10,0
26/04/20,ID-SU,Sumatera Utara,6,0
27/04/20,ID-AC,Aceh,0,0
27/04/20,ID-BA,Bali,7,0
27/04/20,ID-BT,Banten,12,1
27/04/20,ID-BE,Bengkulu,0,0
27/04/20,ID-JK,DKI Jakarta,68,13
27/04/20,ID-YO,Daerah Istimewa Yogyakarta,1,0
27/04/20,ID-GO,Gorontalo,0,0
27/04/20,IDN,Indonesia,214,22
27/04/20,ID-JA,Jambi,0,0
27/04/20,ID-JB,Jawa Barat,37,1
27/04/20,ID-JT,Jawa Tengah,17,1
27/04/20,ID-JI,Jawa Timur,11,1
27/04/20,ID-KB,Kalimantan Barat,0,0
27/04/20,ID-KS,Kalimantan Selatan,4,0
27/04/20,ID-KT,Kalimantan Tengah,8,0
27/04/20,ID-KI,Kalimantan Timur,2,0
27/04/20,ID-KU,Kalimantan Utara,1,0
27/04/20,ID-BB,Kepulauan Bangka Belitung,0,0
27/04/20,ID-KR,Kepulauan Riau,1,0
27/04/20,ID-LA,Lampung,0,0
27/04/20,ID-MA,Maluku,0,0
27/04/20,ID-MU,Maluku Utara,0,0
27/04/20,ID-NB,Nusa Tenggara Barat,11,0
27/04/20,ID-NT,Nusa Tenggara Timur,0,0
27/04/20,ID-PA,Papua,10,0
27/04/20,ID-PB,Papua Barat,0,0
27/04/20,ID-RI,Riau,0,0
27/04/20,ID-SR,Sulawesi Barat,0,0
27/04/20,ID-SN,Sulawesi Selatan,0,0
27/04/20,ID-ST,Sulawesi Tengah,0,0
27/04/20,ID-SG,Sulawesi Tenggara,0,0
27/04/20,ID-SA,Sulawesi Utara,0,0
27/04/20,ID-SB,Sumatera Barat,19,3
27/04/20,ID-SS,Sumatera Selatan,0,0
27/04/20,ID-SU,Sumatera Utara,0,0
28/04/20,ID-AC,Aceh,0,0
28/04/20,ID-BA,Bali,22,0
28/04/20,ID-BT,Banten,6,1
28/04/20,ID-BE,Bengkulu,0,1
28/04/20,ID-JK,DKI Jakarta,125,3
28/04/20,ID-YO,Daerah Istimewa Yogyakarta,10,0
28/04/20,ID-GO,Gorontalo,1,0
28/04/20,IDN,Indonesia,415,8
28/04/20,ID-JA,Jambi,0,0
28/04/20,ID-JB,Jawa Barat,18,1
28/04/20,ID-JT,Jawa Tengah,16,0
28/04/20,ID-JI,Jawa Timur,61,2
28/04/20,ID-KB,Kalimantan Barat,0,0
28/04/20,ID-KS,Kalimantan Selatan,0,1
28/04/20,ID-KT,Kalimantan Tengah,9,1
28/04/20,ID-KI,Kalimantan Timur,8,0
28/04/20,ID-KU,Kalimantan Utara,2,0
28/04/20,ID-BB,Kepulauan Bangka Belitung,0,0
28/04/20,ID-KR,Kepulauan Riau,3,1
28/04/20,ID-LA,Lampung,2,0
28/04/20,ID-MA,Maluku,2,0
28/04/20,ID-MU,Maluku Utara,0,0
28/04/20,ID-NB,Nusa Tenggara Barat,15,0
28/04/20,ID-NT,Nusa Tenggara Timur,0,0
28/04/20,ID-PA,Papua,26,0
28/04/20,ID-PB,Papua Barat,21,0
28/04/20,ID-RI,Riau,1,0
28/04/20,ID-SR,Sulawesi Barat,2,0
28/04/20,ID-SN,Sulawesi Selatan,13,0
28/04/20,ID-ST,Sulawesi Tengah,6,0
28/04/20,ID-SG,Sulawesi Tenggara,0,0
28/04/20,ID-SA,Sulawesi Utara,3,0
28/04/20,ID-SB,Sumatera Barat,23,0
28/04/20,ID-SS,Sumatera Selatan,14,0
28/04/20,ID-SU,Sumatera Utara,0,1
29/04/20,ID-AC,Aceh,0,0
29/04/20,ID-BA,Bali,0,0
29/04/20,ID-BT,Banten,0,0
29/04/20,ID-BE,Bengkulu,4,0
29/04/20,ID-JK,DKI Jakarta,89,0
29/04/20,ID-YO,Daerah Istimewa Yogyakarta,1,0
29/04/20,ID-GO,Gorontalo,0,0
29/04/20,IDN,Indonesia,260,11
29/04/20,ID-JA,Jambi,0,0
29/04/20,ID-JB,Jawa Barat,37,0
29/04/20,ID-JT,Jawa Tengah,29,2
29/04/20,ID-JI,Jawa Timur,14,4
29/04/20,ID-KB,Kalimantan Barat,7,0
29/04/20,ID-KS,Kalimantan Selatan,7,0
29/04/20,ID-KT,Kalimantan Tengah,6,0
29/04/20,ID-KI,Kalimantan Timur,4,0
29/04/20,ID-KU,Kalimantan Utara,0,0
29/04/20,ID-BB,Kepulauan Bangka Belitung,0,0
29/04/20,ID-KR,Kepulauan Riau,0,0
29/04/20,ID-LA,Lampung,2,0
29/04/20,ID-MA,Maluku,1,0
29/04/20,ID-MU,Maluku Utara,0,0
29/04/20,ID-NB,Nusa Tenggara Barat,9,0
29/04/20,ID-NT,Nusa Tenggara Timur,0,0
29/04/20,ID-PA,Papua,12,0
29/04/20,ID-PB,Papua Barat,0,0
29/04/20,ID-RI,Riau,1,0
29/04/20,ID-SR,Sulawesi Barat,1,0
29/04/20,ID-SN,Sulawesi Selatan,12,0
29/04/20,ID-ST,Sulawesi Tengah,5,0
29/04/20,ID-SG,Sulawesi Tenggara,8,0
29/04/20,ID-SA,Sulawesi Utara,1,0
29/04/20,ID-SB,Sumatera Barat,1,1
29/04/20,ID-SS,Sumatera Selatan,1,0
29/04/20,ID-SU,Sumatera Utara,3,0
30/04/20,ID-AC,Aceh,1,0
30/04/20,ID-BA,Bali,7,0
30/04/20,ID-BT,Banten,16,0
30/04/20,ID-BE,Bengkulu,0,0
30/04/20,ID-JK,DKI Jakarta,84,0
30/04/20,ID-YO,Daerah Istimewa Yogyakarta,1,0
30/04/20,ID-GO,Gorontalo,0,0
30/04/20,IDN,Indonesia,347,8
30/04/20,ID-JA,Jambi,0,0
30/04/20,ID-JB,Jawa Barat,4,4
30/04/20,ID-JT,Jawa Tengah,15,1
30/04/20,ID-JI,Jawa Timur,83,2
30/04/20,ID-KB,Kalimantan Barat,0,0
30/04/20,ID-KS,Kalimantan Selatan,13,0
30/04/20,ID-KT,Kalimantan Tengah,18,0
30/04/20,ID-KI,Kalimantan Timur,15,0
30/04/20,ID-KU,Kalimantan Utara,8,0
30/04/20,ID-BB,Kepulauan Bangka Belitung,0,0
30/04/20,ID-KR,Kepulauan Riau,0,0
30/04/20,ID-LA,Lampung,0,0
30/04/20,ID-MA,Maluku,0,0
30/04/20,ID-MU,Maluku Utara,14,0
30/04/20,ID-NB,Nusa Tenggara Barat,0,0
30/04/20,ID-NT,Nusa Tenggara Timur,2,0
30/04/20,ID-PA,Papua,16,0
30/04/20,ID-PB,Papua Barat,0,0
30/04/20,ID-RI,Riau,0,0
30/04/20,ID-SR,Sulawesi Barat,4,0
30/04/20,ID-SN,Sulawesi Selatan,26,0
30/04/20,ID-ST,Sulawesi Tengah,0,0
30/04/20,ID-SG,Sulawesi Tenggara,9,0
30/04/20,ID-SA,Sulawesi Utara,1,1
30/04/20,ID-SB,Sumatera Barat,3,0
30/04/20,ID-SS,Sumatera Selatan,6,0
30/04/20,ID-SU,Sumatera Utara,3,1
01/05/20,ID-AC,Aceh,1,0
01/05/20,ID-BA,Bali,13,0
01/05/20,ID-BT,Banten,14,0
01/05/20,ID-BE,Bengkulu,0,0
01/05/20,ID-JK,DKI Jakarta,135,4
01/05/20,ID-YO,Daerah Istimewa Yogyakarta,9,0
01/05/20,ID-GO,Gorontalo,0,0
01/05/20,IDN,Indonesia,433,8
01/05/20,ID-JA,Jambi,0,0
01/05/20,ID-JB,Jawa Barat,4,0
01/05/20,ID-JT,Jawa Tengah,22,1
01/05/20,ID-JI,Jawa Timur,77,3
01/05/20,ID-KB,Kalimantan Barat,3,0
01/05/20,ID-KS,Kalimantan Selatan,9,0
01/05/20,ID-KT,Kalimantan Tengah,11,1
01/05/20,ID-KI,Kalimantan Timur,2,0
01/05/20,ID-KU,Kalimantan Utara,15,0
01/05/20,ID-BB,Kepulauan Bangka Belitung,9,0
01/05/20,ID-KR,Kepulauan Riau,0,0
01/05/20,ID-LA,Lampung,4,0
01/05/20,ID-MA,Maluku,0,0
01/05/20,ID-MU,Maluku Utara,1,0
01/05/20,ID-NB,Nusa Tenggara Barat,3,0
01/05/20,ID-NT,Nusa Tenggara Timur,0,0
01/05/20,ID-PA,Papua,5,0
01/05/20,ID-PB,Papua Barat,5,0
01/05/20,ID-RI,Riau,1,0
01/05/20,ID-SR,Sulawesi Barat,1,0
01/05/20,ID-SN,Sulawesi Selatan,56,0
01/05/20,ID-ST,Sulawesi Tengah,0,0
01/05/20,ID-SG,Sulawesi Tenggara,0,0
01/05/20,ID-SA,Sulawesi Utara,0,0
01/05/20,ID-SB,Sumatera Barat,24,0
01/05/20,ID-SS,Sumatera Selatan,6,0
01/05/20,ID-SU,Sumatera Utara,0,0
02/05/20,ID-AC,Aceh,0,0
02/05/20,ID-BA,Bali,2,0
02/05/20,ID-BT,Banten,9,0
02/05/20,ID-BE,Bengkulu,0,0
02/05/20,ID-JK,DKI Jakarta,72,17
02/05/20,ID-YO,Daerah Istimewa Yogyakarta,10,0
02/05/20,ID-GO,Gorontalo,0,0
02/05/20,IDN,Indonesia,292,31
02/05/20,ID-JA,Jambi,0,0
02/05/20,ID-JB,Jawa Barat,34,1
02/05/20,ID-JT,Jawa Tengah,19,0
02/05/20,ID-JI,Jawa Timur,6,7
02/05/20,ID-KB,Kalimantan Barat,7,0
02/05/20,ID-KS,Kalimantan Selatan,0,0
02/05/20,ID-KT,Kalimantan Tengah,1,0
02/05/20,ID-KI,Kalimantan Timur,18,0
02/05/20,ID-KU,Kalimantan Utara,7,0
02/05/20,ID-BB,Kepulauan Bangka Belitung,0,0
02/05/20,ID-KR,Kepulauan Riau,0,0
02/05/20,ID-LA,Lampung,0,0
02/05/20,ID-MA,Maluku,0,0
02/05/20,ID-MU,Maluku Utara,0,0
02/05/20,ID-NB,Nusa Tenggara Barat,17,0
02/05/20,ID-NT,Nusa Tenggara Timur,0,0
02/05/20,ID-PA,Papua,29,0
02/05/20,ID-PB,Papua Barat,1,0
02/05/20,ID-RI,Riau,3,0
02/05/20,ID-SR,Sulawesi Barat,1,0
02/05/20,ID-SN,Sulawesi Selatan,30,4
02/05/20,ID-ST,Sulawesi Tengah,12,0
02/05/20,ID-SG,Sulawesi Tenggara,2,0
02/05/20,ID-SA,Sulawesi Utara,0,0
02/05/20,ID-SB,Sumatera Barat,10,1
02/05/20,ID-SS,Sumatera Selatan,0,2
02/05/20,ID-SU,Sumatera Utara,0,0
03/05/20,ID-AC,Aceh,1,0
03/05/20,ID-BA,Bali,25,0
03/05/20,ID-BT,Banten,5,0
03/05/20,ID-BE,Bengkulu,0,0
03/05/20,ID-JK,DKI Jakarta,59,5
03/05/20,ID-YO,Daerah Istimewa Yogyakarta,1,0
03/05/20,ID-GO,Gorontalo,0,0
03/05/20,IDN,Indonesia,349,14
03/05/20,ID-JA,Jambi,6,0
03/05/20,ID-JB,Jawa Barat,13,1
03/05/20,ID-JT,Jawa Tengah,9,1
03/05/20,ID-JI,Jawa Timur,72,5
03/05/20,ID-KB,Kalimantan Barat,2,0
03/05/20,ID-KS,Kalimantan Selatan,16,0
03/05/20,ID-KT,Kalimantan Tengah,0,0
03/05/20,ID-KI,Kalimantan Timur,8,0
03/05/20,ID-KU,Kalimantan Utara,0,0
03/05/20,ID-BB,Kepulauan Bangka Belitung,1,0
03/05/20,ID-KR,Kepulauan Riau,3,1
03/05/20,ID-LA,Lampung,0,0
03/05/20,ID-MA,Maluku,0,0
03/05/20,ID-MU,Maluku Utara,9,0
03/05/20,ID-NB,Nusa Tenggara Barat,18,0
03/05/20,ID-NT,Nusa Tenggara Timur,7,0
03/05/20,ID-PA,Papua,0,0
03/05/20,ID-PB,Papua Barat,0,0
03/05/20,ID-RI,Riau,8,0
03/05/20,ID-SR,Sulawesi Barat,0,0
03/05/20,ID-SN,Sulawesi Selatan,24,0
03/05/20,ID-ST,Sulawesi Tengah,0,0
03/05/20,ID-SG,Sulawesi Tenggara,0,1
03/05/20,ID-SA,Sulawesi Utara,0,0
03/05/20,ID-SB,Sumatera Barat,13,0
03/05/20,ID-SS,Sumatera Selatan,28,0
03/05/20,ID-SU,Sumatera Utara,6,0
04/05/20,ID-AC,Aceh,0,0
04/05/20,ID-BA,Bali,9,0
04/05/20,ID-BT,Banten,14,0
04/05/20,ID-BE,Bengkulu,0,0
04/05/20,ID-JK,DKI Jakarta,73,10
04/05/20,ID-YO,Daerah Istimewa Yogyakarta,0,0
04/05/20,ID-GO,Gorontalo,0,0
04/05/20,IDN,Indonesia,395,19
04/05/20,ID-JA,Jambi,0,0
04/05/20,ID-JB,Jawa Barat,186,1
04/05/20,ID-JT,Jawa Tengah,22,0
04/05/20,ID-JI,Jawa Timur,9,6
04/05/20,ID-KB,Kalimantan Barat,3,0
04/05/20,ID-KS,Kalimantan Selatan,3,0
04/05/20,ID-KT,Kalimantan Tengah,23,0
04/05/20,ID-KI,Kalimantan Timur,5,1
04/05/20,ID-KU,Kalimantan Utara,8,0
04/05/20,ID-BB,Kepulauan Bangka Belitung,0,0
04/05/20,ID-KR,Kepulauan Riau,0,0
04/05/20,ID-LA,Lampung,4,0
04/05/20,ID-MA,Maluku,0,0
04/05/20,ID-MU,Maluku Utara,0,0
04/05/20,ID-NB,Nusa Tenggara Barat,0,0
04/05/20,ID-NT,Nusa Tenggara Timur,0,0
04/05/20,ID-PA,Papua,0,0
04/05/20,ID-PB,Papua Barat,0,0
04/05/20,ID-RI,Riau,5,0
04/05/20,ID-SR,Sulawesi Barat,0,0
04/05/20,ID-SN,Sulawesi Selatan,6,0
04/05/20,ID-ST,Sulawesi Tengah,0,0
04/05/20,ID-SG,Sulawesi Tenggara,0,0
04/05/20,ID-SA,Sulawesi Utara,0,0
04/05/20,ID-SB,Sumatera Barat,8,0
04/05/20,ID-SS,Sumatera Selatan,0,1
04/05/20,ID-SU,Sumatera Utara,6,0
05/05/20,ID-AC,Aceh,0,0
05/05/20,ID-BA,Bali,6,0
05/05/20,ID-BT,Banten,10,0
05/05/20,ID-BE,Bengkulu,0,0
05/05/20,ID-JK,DKI Jakarta,131,1
05/05/20,ID-YO,Daerah Istimewa Yogyakarta,6,0
05/05/20,ID-GO,Gorontalo,0,0
05/05/20,IDN,Indonesia,484,8
05/05/20,ID-JA,Jambi,5,0
05/05/20,ID-JB,Jawa Barat,52,1
05/05/20,ID-JT,Jawa Tengah,49,0
05/05/20,ID-JI,Jawa Timur,42,0
05/05/20,ID-KB,Kalimantan Barat,0,0
05/05/20,ID-KS,Kalimantan Selatan,14,0
05/05/20,ID-KT,Kalimantan Tengah,1,2
05/05/20,ID-KI,Kalimantan Timur,1,0
05/05/20,ID-KU,Kalimantan Utara,1,0
05/05/20,ID-BB,Kepulauan Bangka Belitung,8,0
05/05/20,ID-KR,Kepulauan Riau,5,0
05/05/20,ID-LA,Lampung,1,0
05/05/20,ID-MA,Maluku,0,0
05/05/20,ID-MU,Maluku Utara,0,0
05/05/20,ID-NB,Nusa Tenggara Barat,16,0
05/05/20,ID-NT,Nusa Tenggara Timur,2,0
05/05/20,ID-PA,Papua,6,0
05/05/20,ID-PB,Papua Barat,6,0
05/05/20,ID-RI,Riau,3,0
05/05/20,ID-SR,Sulawesi Barat,14,1
05/05/20,ID-SN,Sulawesi Selatan,33,2
05/05/20,ID-ST,Sulawesi Tengah,11,0
05/05/20,ID-SG,Sulawesi Tenggara,5,0
05/05/20,ID-SA,Sulawesi Utara,0,0
05/05/20,ID-SB,Sumatera Barat,18,0
05/05/20,ID-SS,Sumatera Selatan,15,0
05/05/20,ID-SU,Sumatera Utara,1,0
06/05/20,ID-AC,Aceh,5,0
06/05/20,ID-BA,Bali,0,0
06/05/20,ID-BT,Banten,29,0
06/05/20,ID-BE,Bengkulu,2,0
06/05/20,ID-JK,DKI Jakarta,106,5
06/05/20,ID-YO,Daerah Istimewa Yogyakarta,1,0
06/05/20,ID-GO,Gorontalo,0,0
06/05/20,IDN,Indonesia,367,23
06/05/20,ID-JA,Jambi,4,0
06/05/20,ID-JB,Jawa Barat,19,3
06/05/20,ID-JT,Jawa Tengah,44,1
06/05/20,ID-JI,Jawa Timur,56,6
06/05/20,ID-KB,Kalimantan Barat,17,0
06/05/20,ID-KS,Kalimantan Selatan,13,0
06/05/20,ID-KT,Kalimantan Tengah,5,0
06/05/20,ID-KI,Kalimantan Timur,14,0
06/05/20,ID-KU,Kalimantan Utara,0,0
06/05/20,ID-BB,Kepulauan Bangka Belitung,0,0
06/05/20,ID-KR,Kepulauan Riau,1,0
06/05/20,ID-LA,Lampung,8,0
06/05/20,ID-MA,Maluku,0,2
06/05/20,ID-MU,Maluku Utara,0,0
06/05/20,ID-NB,Nusa Tenggara Barat,5,1
06/05/20,ID-NT,Nusa Tenggara Timur,0,0
06/05/20,ID-PA,Papua,1,0
06/05/20,ID-PB,Papua Barat,4,0
06/05/20,ID-RI,Riau,0,0
06/05/20,ID-SR,Sulawesi Barat,0,0
06/05/20,ID-SN,Sulawesi Selatan,25,3
06/05/20,ID-ST,Sulawesi Tengah,0,0
06/05/20,ID-SG,Sulawesi Tenggara,0,0
06/05/20,ID-SA,Sulawesi Utara,0,0
06/05/20,ID-SB,Sumatera Barat,17,1
06/05/20,ID-SS,Sumatera Selatan,11,1
06/05/20,ID-SU,Sumatera Utara,11,5
07/05/20,ID-AC,Aceh,0,0
07/05/20,ID-BA,Bali,10,0
07/05/20,ID-BT,Banten,0,15
07/05/20,ID-BE,Bengkulu,0,0
07/05/20,ID-JK,DKI Jakarta,82,8
07/05/20,ID-YO,Daerah Istimewa Yogyakarta,15,0
07/05/20,ID-GO,Gorontalo,4,0
07/05/20,IDN,Indonesia,338,35
07/05/20,ID-JA,Jambi,0,0
07/05/20,ID-JB,Jawa Barat,54,0
07/05/20,ID-JT,Jawa Tengah,13,1
07/05/20,ID-JI,Jawa Timur,45,10
07/05/20,ID-KB,Kalimantan Barat,5,0
07/05/20,ID-KS,Kalimantan Selatan,13,0
07/05/20,ID-KT,Kalimantan Tengah,2,1
07/05/20,ID-KI,Kalimantan Timur,0,0
07/05/20,ID-KU,Kalimantan Utara,0,0
07/05/20,ID-BB,Kepulauan Bangka Belitung,0,0
07/05/20,ID-KR,Kepulauan Riau,0,0
07/05/20,ID-LA,Lampung,0,0
07/05/20,ID-MA,Maluku,0,0
07/05/20,ID-MU,Maluku Utara,0,0
07/05/20,ID-NB,Nusa Tenggara Barat,11,0
07/05/20,ID-NT,Nusa Tenggara Timur,0,0
07/05/20,ID-PA,Papua,4,0
07/05/20,ID-PB,Papua Barat,0,0
07/05/20,ID-RI,Riau,5,0
07/05/20,ID-SR,Sulawesi Barat,0,0
07/05/20,ID-SN,Sulawesi Selatan,19,1
07/05/20,ID-ST,Sulawesi Tengah,5,0
07/05/20,ID-SG,Sulawesi Tenggara,0,0
07/05/20,ID-SA,Sulawesi Utara,0,0
07/05/20,ID-SB,Sumatera Barat,14,1
07/05/20,ID-SS,Sumatera Selatan,17,2
07/05/20,ID-SU,Sumatera Utara,1,0
08/05/20,ID-AC,Aceh,0,0
08/05/20,ID-BA,Bali,13,0
08/05/20,ID-BT,Banten,20,0
08/05/20,ID-BE,Bengkulu,0,0
08/05/20,ID-JK,DKI Jakarta,96,1
08/05/20,ID-YO,Daerah Istimewa Yogyakarta,6,0
08/05/20,ID-GO,Gorontalo,0,0
08/05/20,IDN,Indonesia,336,13
08/05/20,ID-JA,Jambi,0,0
08/05/20,ID-JB,Jawa Barat,30,2
08/05/20,ID-JT,Jawa Tengah,28,0
08/05/20,ID-JI,Jawa Timur,18,5
08/05/20,ID-KB,Kalimantan Barat,0,0
08/05/20,ID-KS,Kalimantan Selatan,8,0
08/05/20,ID-KT,Kalimantan Tengah,0,0
08/05/20,ID-KI,Kalimantan Timur,27,0
08/05/20,ID-KU,Kalimantan Utara,0,0
08/05/20,ID-BB,Kepulauan Bangka Belitung,0,0
08/05/20,ID-KR,Kepulauan Riau,2,0
08/05/20,ID-LA,Lampung,3,0
08/05/20,ID-MA,Maluku,9,0
08/05/20,ID-MU,Maluku Utara,0,0
08/05/20,ID-NB,Nusa Tenggara Barat,12,0
08/05/20,ID-NT,Nusa Tenggara Timur,0,0
08/05/20,ID-PA,Papua,13,0
08/05/20,ID-PB,Papua Barat,0,0
08/05/20,ID-RI,Riau,3,0
08/05/20,ID-SR,Sulawesi Barat,2,0
08/05/20,ID-SN,Sulawesi Selatan,24,2
08/05/20,ID-ST,Sulawesi Tengah,0,0
08/05/20,ID-SG,Sulawesi Tenggara,1,0
08/05/20,ID-SA,Sulawesi Utara,2,0
08/05/20,ID-SB,Sumatera Barat,18,0
08/05/20,ID-SS,Sumatera Selatan,0,1
08/05/20,ID-SU,Sumatera Utara,15,0
09/05/20,ID-AC,Aceh,0,0
09/05/20,ID-BA,Bali,6,0
09/05/20,ID-BT,Banten,19,0
09/05/20,ID-BE,Bengkulu,23,0
09/05/20,ID-JK,DKI Jakarta,100,3
09/05/20,ID-YO,Daerah Istimewa Yogyakarta,3,0
09/05/20,ID-GO,Gorontalo,0,0
09/05/20,IDN,Indonesia,533,16
09/05/20,ID-JA,Jambi,15,0
09/05/20,ID-JB,Jawa Barat,30,3
09/05/20,ID-JT,Jawa Tengah,26,2
09/05/20,ID-JI,Jawa Timur,135,3
09/05/20,ID-KB,Kalimantan Barat,23,0
09/05/20,ID-KS,Kalimantan Selatan,7,0
09/05/20,ID-KT,Kalimantan Tengah,1,0
09/05/20,ID-KI,Kalimantan Timur,5,0
09/05/20,ID-KU,Kalimantan Utara,0,0
09/05/20,ID-BB,Kepulauan Bangka Belitung,0,0
09/05/20,ID-KR,Kepulauan Riau,1,1
09/05/20,ID-LA,Lampung,0,0
09/05/20,ID-MA,Maluku,0,0
09/05/20,ID-MU,Maluku Utara,4,0
09/05/20,ID-NB,Nusa Tenggara Barat,18,1
09/05/20,ID-NT,Nusa Tenggara Timur,0,0
09/05/20,ID-PA,Papua,12,0
09/05/20,ID-PB,Papua Barat,0,0
09/05/20,ID-RI,Riau,2,0
09/05/20,ID-SR,Sulawesi Barat,2,0
09/05/20,ID-SN,Sulawesi Selatan,2,0
09/05/20,ID-ST,Sulawesi Tengah,0,0
09/05/20,ID-SG,Sulawesi Tenggara,1,0
09/05/20,ID-SA,Sulawesi Utara,6,1
09/05/20,ID-SB,Sumatera Barat,16,0
09/05/20,ID-SS,Sumatera Selatan,51,0
09/05/20,ID-SU,Sumatera Utara,22,5
10/05/20,ID-AC,Aceh,0,0
10/05/20,ID-BA,Bali,5,0
10/05/20,ID-BT,Banten,10,0
10/05/20,ID-BE,Bengkulu,0,0
10/05/20,ID-JK,DKI Jakarta,124,6
10/05/20,ID-YO,Daerah Istimewa Yogyakarta,7,0
10/05/20,ID-GO,Gorontalo,0,0
10/05/20,IDN,Indonesia,387,14
10/05/20,ID-JA,Jambi,2,0
10/05/20,ID-JB,Jawa Barat,0,0
10/05/20,ID-JT,Jawa Tengah,19,1
10/05/20,ID-JI,Jawa Timur,78,2
10/05/20,ID-KB,Kalimantan Barat,2,0
10/05/20,ID-KS,Kalimantan Selatan,7,0
10/05/20,ID-KT,Kalimantan Tengah,4,0
10/05/20,ID-KI,Kalimantan Timur,4,0
10/05/20,ID-KU,Kalimantan Utara,0,0
10/05/20,ID-BB,Kepulauan Bangka Belitung,1,0
10/05/20,ID-KR,Kepulauan Riau,0,0
10/05/20,ID-LA,Lampung,0,1
10/05/20,ID-MA,Maluku,0,0
10/05/20,ID-MU,Maluku Utara,0,0
10/05/20,ID-NB,Nusa Tenggara Barat,0,0
